a : -1.4982, 0 -> 4
b : -1.2109, 0 -> 7
c : -5.5330, 0 -> 5
d : -8.0013, 0 -> 2
a : 3.7886, 1 -> 1
b : -3.4109, 1 -> 0
c : -1.8753, 1 -> 3
d : -1.0469, 1 -> 1
a : 8.7061, 2 -> 1
b : 3.7757, 2 -> 0
c : 4.9329, 2 -> 6
d : -9.5519, 2 -> 3
a : 0.1952, 3 -> 4
b : 2.7221, 3 -> 2
c : -2.9343, 3 -> 4
d : 4.9665, 3 -> 6
a : -9.7880, 4 -> 0
b : -2.4425, 4 -> 6
c : -9.8039, 4 -> 6
d : 2.7222, 4 -> 0
a : -1.9026, 5 -> 4
b : 3.1129, 5 -> 1
c : -4.4287, 5 -> 5
d : 1.0810, 5 -> 5
a : 6.4021, 6 -> 4
b : 3.4800, 6 -> 6
c : 2.2474, 6 -> 7
d : -2.6628, 6 -> 6
a : -8.9197, 7 -> 2
b : 0.7680, 7 -> 5
c : -0.0395, 7 -> 1
d : -3.7413, 7 -> 0
b : -5.8817, 0 -> 6
b : -0.6601, 0 -> 3
b : -8.6388, 1 -> 0
b : 7.3344, 1 -> 3
d : -0.2998, 2 -> 5
d : 1.0468, 2 -> 7
d : 7.1376, 3 -> 6
c : 1.2055, 3 -> 2
d : -7.7382, 4 -> 1
b : -1.8624, 4 -> 7
b : -2.8555, 5 -> 7
c : -2.0174, 5 -> 3
c : 7.6479, 6 -> 0
b : 8.1175, 6 -> 4
c : 0.2467, 7 -> 6
a : 0.9453, 7 -> 7
