a : 9.9116, 0 -> 2
b : 1.6774, 0 -> 4
c : -9.8379, 0 -> 5
d : -9.8240, 0 -> 4
a : -7.9978, 1 -> 1
b : -6.6607, 1 -> 5
c : 2.5620, 1 -> 7
d : -0.7929, 1 -> 4
a : -8.5607, 2 -> 5
b : -0.9344, 2 -> 0
c : -3.2873, 2 -> 7
d : -9.8917, 2 -> 7
a : 8.7319, 3 -> 6
b : 8.1490, 3 -> 0
c : -9.4513, 3 -> 5
d : 0.8960, 3 -> 5
a : -5.5578, 4 -> 7
b : -7.7164, 4 -> 4
c : 0.0577, 4 -> 3
d : 8.1378, 4 -> 4
a : 9.9457, 5 -> 2
b : 6.7798, 5 -> 3
c : -3.6370, 5 -> 2
d : 2.4849, 5 -> 1
a : 0.6698, 6 -> 6
b : -6.6713, 6 -> 1
c : 1.3860, 6 -> 5
d : -7.0324, 6 -> 1
a : -2.6177, 7 -> 7
b : 3.5959, 7 -> 3
c : 8.4121, 7 -> 7
d : -8.2871, 7 -> 0
b : 1.2103, 0 -> 5
b : -1.5684, 0 -> 0
d : -6.1655, 1 -> 2
d : 8.9260, 1 -> 4
a : -5.5276, 2 -> 1
d : -3.2415, 2 -> 3
d : -6.6811, 3 -> 3
d : -1.0941, 3 -> 1
c : -8.8491, 4 -> 0
b : -9.5649, 4 -> 5
a : -1.5631, 5 -> 3
c : 8.7427, 5 -> 1
a : 1.4089, 6 -> 3
b : -2.7957, 6 -> 1
d : 3.5767, 7 -> 4
d : -3.0634, 7 -> 5
