a : 7.2237, 0 -> 3
b : -6.4832, 0 -> 4
c : -8.2777, 0 -> 1
d : 2.1218, 0 -> 6
a : 4.4740, 1 -> 0
b : 1.5908, 1 -> 1
c : -0.0056, 1 -> 5
d : 4.0049, 1 -> 7
a : -2.9033, 2 -> 6
b : -5.5142, 2 -> 2
c : 5.1438, 2 -> 7
d : 0.3260, 2 -> 4
a : -2.3702, 3 -> 5
b : 8.0420, 3 -> 5
c : -4.2189, 3 -> 5
d : 4.1608, 3 -> 3
a : 0.0451, 4 -> 0
b : -9.9817, 4 -> 5
c : 5.3284, 4 -> 1
d : -1.8628, 4 -> 5
a : 6.8651, 5 -> 4
b : -3.4142, 5 -> 3
c : -2.5280, 5 -> 3
d : 0.4119, 5 -> 1
a : -2.1804, 6 -> 4
b : 9.4304, 6 -> 0
c : -0.4204, 6 -> 6
d : -5.2728, 6 -> 2
a : -0.2254, 7 -> 1
b : -4.5269, 7 -> 0
c : -8.2787, 7 -> 7
d : 0.4922, 7 -> 4
d : -0.8011, 0 -> 4
c : 6.5356, 0 -> 0
a : -0.5232, 1 -> 3
b : 1.7749, 1 -> 4
d : -5.9480, 2 -> 6
d : -4.3390, 2 -> 3
c : -9.4418, 3 -> 2
a : -9.4171, 3 -> 0
d : 6.0112, 4 -> 3
c : -1.4757, 4 -> 6
b : -0.7758, 5 -> 1
a : 2.7901, 5 -> 3
d : -9.5015, 6 -> 1
b : 7.3989, 6 -> 2
a : -0.0852, 7 -> 5
b : 9.2520, 7 -> 6
