a : 4.3388, 0 -> 7
b : -2.5575, 0 -> 6
c : -4.5796, 0 -> 6
d : 1.5427, 0 -> 6
a : 5.4980, 1 -> 1
b : -5.2469, 1 -> 3
c : 2.6961, 1 -> 3
d : -0.1351, 1 -> 2
a : -8.8267, 2 -> 0
b : -7.8826, 2 -> 7
c : 0.7922, 2 -> 7
d : -2.9513, 2 -> 3
a : -1.8356, 3 -> 7
b : -4.0084, 3 -> 7
c : 4.6543, 3 -> 5
d : -0.9050, 3 -> 2
a : 0.8009, 4 -> 1
b : 1.9111, 4 -> 7
c : -0.4507, 4 -> 3
d : 2.1835, 4 -> 7
a : 4.5903, 5 -> 0
b : 4.2959, 5 -> 6
c : 0.7600, 5 -> 3
d : -4.8723, 5 -> 1
a : -2.2687, 6 -> 7
b : 9.5120, 6 -> 0
c : -0.7021, 6 -> 6
d : 8.3338, 6 -> 0
a : -3.4783, 7 -> 7
b : -8.2861, 7 -> 7
c : -7.8904, 7 -> 2
d : -1.2745, 7 -> 6
d : 9.3916, 0 -> 2
c : 3.6833, 0 -> 3
b : -2.8852, 1 -> 3
b : 1.4162, 1 -> 6
b : -2.8093, 2 -> 3
a : -5.2873, 2 -> 3
a : -6.4171, 3 -> 1
a : 5.7538, 3 -> 3
b : 9.8427, 4 -> 3
b : 6.1739, 4 -> 7
a : -0.0553, 5 -> 7
d : -1.9710, 5 -> 5
c : 7.2274, 6 -> 4
c : -3.0589, 6 -> 1
c : 6.2087, 7 -> 7
d : 9.6115, 7 -> 0
