a : 2.8367, 0 -> 3
b : -3.2528, 0 -> 7
c : -2.6658, 0 -> 3
d : -0.6407, 0 -> 4
a : -2.4616, 1 -> 0
b : 0.8139, 1 -> 0
c : -1.2821, 1 -> 7
d : 1.6947, 1 -> 1
a : 7.9743, 2 -> 5
b : -2.5907, 2 -> 3
c : 1.6187, 2 -> 4
d : -4.9480, 2 -> 4
a : 6.4164, 3 -> 4
b : 9.3967, 3 -> 7
c : -1.4779, 3 -> 0
d : -3.3391, 3 -> 4
a : 9.2491, 4 -> 6
b : -7.7294, 4 -> 3
c : -9.4111, 4 -> 6
d : 9.4331, 4 -> 2
a : 8.7529, 5 -> 7
b : -9.2703, 5 -> 7
c : 8.2880, 5 -> 3
d : 9.3416, 5 -> 5
a : 2.3666, 6 -> 7
b : -5.5335, 6 -> 1
c : -1.1484, 6 -> 1
d : -0.8339, 6 -> 7
a : 9.4415, 7 -> 5
b : 1.7808, 7 -> 2
c : -5.4092, 7 -> 3
d : -2.1723, 7 -> 6
a : -1.7615, 0 -> 5
a : 3.8465, 0 -> 0
c : -5.7761, 1 -> 1
d : -2.7878, 1 -> 6
b : 9.0245, 2 -> 2
a : 3.4339, 2 -> 5
a : -5.1971, 3 -> 6
b : 1.5211, 3 -> 4
b : -1.1871, 4 -> 0
a : -7.3188, 4 -> 3
b : 6.7015, 5 -> 1
c : -9.4374, 5 -> 2
b : 2.6694, 6 -> 4
c : -8.2843, 6 -> 3
c : 9.7098, 7 -> 2
b : -1.6053, 7 -> 0
