a : 8.6267, 0 -> 0
b : -6.2281, 0 -> 3
c : -7.2234, 0 -> 6
d : 6.9467, 0 -> 4
a : -1.7875, 1 -> 3
b : -7.7286, 1 -> 1
c : 5.0979, 1 -> 0
d : -5.5917, 1 -> 6
a : -2.6750, 2 -> 0
b : 8.0131, 2 -> 3
c : -9.2732, 2 -> 0
d : 2.8245, 2 -> 1
a : -2.2279, 3 -> 0
b : -3.4741, 3 -> 1
c : -0.9907, 3 -> 5
d : -4.8283, 3 -> 4
a : -8.4172, 4 -> 2
b : 3.4822, 4 -> 3
c : -2.6995, 4 -> 2
d : 6.4832, 4 -> 2
a : -0.3396, 5 -> 4
b : -9.4421, 5 -> 0
c : -9.0656, 5 -> 6
d : -4.7775, 5 -> 5
a : -3.6839, 6 -> 0
b : 5.3623, 6 -> 5
c : -4.6466, 6 -> 4
d : -3.2782, 6 -> 7
a : -0.5317, 7 -> 0
b : -8.4064, 7 -> 0
c : -6.0338, 7 -> 1
d : -3.7729, 7 -> 5
c : 2.0900, 0 -> 4
d : -7.1644, 0 -> 1
b : 5.3938, 1 -> 6
a : 1.0663, 1 -> 6
d : -2.5071, 2 -> 7
a : -9.2926, 2 -> 1
d : -4.1968, 3 -> 7
a : 8.9226, 3 -> 4
b : -5.5539, 4 -> 5
d : -6.6070, 4 -> 1
b : 2.6663, 5 -> 0
b : 8.8271, 5 -> 5
d : 6.4768, 6 -> 3
a : -5.8626, 6 -> 4
b : -8.6089, 7 -> 6
b : 7.9346, 7 -> 0
