a : -2.2153, 0 -> 6
b : 3.5148, 0 -> 7
a : -3.6067, 1 -> 6
b : -9.5330, 1 -> 4
a : 7.6754, 2 -> 7
b : 5.8156, 2 -> 5
a : 4.7858, 3 -> 0
b : -0.5904, 3 -> 4
a : 0.6235, 4 -> 6
b : -3.1060, 4 -> 6
a : -3.4866, 5 -> 4
b : 3.8911, 5 -> 0
a : -6.9103, 6 -> 3
b : -1.5953, 6 -> 5
a : 4.5239, 7 -> 0
b : -0.6989, 7 -> 0
a : -6.4372, 0 -> 3
b : -0.8020, 1 -> 0
b : 8.5327, 2 -> 4
a : -5.0141, 3 -> 6
a : 1.6793, 4 -> 5
b : 0.8902, 5 -> 3
a : -8.3353, 6 -> 0
a : 6.9939, 7 -> 7
a : -4.9230, 5 -> 2
b : 1.1580, 6 -> 1
