a : -3.3964, 0 -> 1
b : 2.8129, 0 -> 4
c : 4.7403, 0 -> 7
d : -0.0922, 0 -> 1
a : 5.7746, 1 -> 3
b : -0.2294, 1 -> 2
c : -7.4184, 1 -> 4
d : 6.7161, 1 -> 0
a : -0.0745, 2 -> 5
b : 3.8312, 2 -> 5
c : 8.8998, 2 -> 5
d : -8.6758, 2 -> 5
a : -7.6917, 3 -> 7
b : 0.7108, 3 -> 0
c : 0.6275, 3 -> 7
d : 3.8044, 3 -> 7
a : -1.1991, 4 -> 5
b : -6.0467, 4 -> 5
c : -1.0384, 4 -> 7
d : 4.9226, 4 -> 3
a : -8.9264, 5 -> 6
b : -3.4476, 5 -> 1
c : 7.0260, 5 -> 4
d : 5.3988, 5 -> 4
a : -2.8389, 6 -> 4
b : 4.2779, 6 -> 1
c : 5.9330, 6 -> 1
d : 6.4125, 6 -> 6
a : -2.3036, 7 -> 5
b : 2.2643, 7 -> 0
c : 8.4209, 7 -> 6
d : 9.5634, 7 -> 2
a : 5.8665, 0 -> 5
c : -1.8274, 0 -> 2
d : -1.0719, 1 -> 2
d : -8.0910, 1 -> 1
c : 0.6491, 2 -> 5
a : 7.3419, 2 -> 4
b : 4.8654, 3 -> 5
c : -1.5509, 3 -> 4
a : -5.5590, 4 -> 4
b : -0.3550, 4 -> 0
a : -6.6979, 5 -> 3
a : 2.9832, 5 -> 3
c : 3.7173, 6 -> 3
a : 3.4548, 6 -> 3
b : -2.6453, 7 -> 5
c : 8.4775, 7 -> 6
