a : -5.3457, 0 -> 3
b : -5.1609, 0 -> 4
c : 2.5193, 0 -> 0
d : 8.0738, 0 -> 1
a : 3.4221, 1 -> 1
b : -8.5551, 1 -> 1
c : 9.7637, 1 -> 3
d : 3.0188, 1 -> 1
a : 0.2348, 2 -> 4
b : -4.1632, 2 -> 1
c : 0.4445, 2 -> 4
d : 7.8375, 2 -> 3
a : -0.5168, 3 -> 7
b : -2.0317, 3 -> 2
c : -5.8642, 3 -> 2
d : 2.8360, 3 -> 5
a : -9.3316, 4 -> 5
b : 0.2922, 4 -> 2
c : 6.6314, 4 -> 6
d : 2.1319, 4 -> 7
a : 6.8612, 5 -> 1
b : 7.1757, 5 -> 6
c : -3.7168, 5 -> 5
d : -1.0217, 5 -> 1
a : -2.6188, 6 -> 0
b : -8.7379, 6 -> 1
c : 1.5630, 6 -> 5
d : -0.2041, 6 -> 2
a : 7.0616, 7 -> 4
b : -5.9000, 7 -> 2
c : -4.8189, 7 -> 6
d : 1.0286, 7 -> 3
d : 8.1447, 0 -> 2
d : 3.9043, 0 -> 3
b : 2.1425, 1 -> 6
c : 2.7664, 1 -> 0
a : 1.6952, 2 -> 4
b : -8.7980, 2 -> 7
d : -0.3968, 3 -> 5
b : 0.0443, 3 -> 2
d : 8.7260, 4 -> 5
d : -6.5586, 4 -> 0
c : 8.8212, 5 -> 5
b : 1.2864, 5 -> 0
c : -6.0947, 6 -> 2
a : -0.8948, 6 -> 6
d : -3.5070, 7 -> 0
b : 6.6625, 7 -> 7
