a : 1.7015, 0 -> 6
b : -7.1514, 0 -> 1
c : -8.1659, 0 -> 2
d : 0.9574, 0 -> 3
a : 4.0540, 1 -> 3
b : 5.4375, 1 -> 6
c : 2.2236, 1 -> 1
d : -9.1083, 1 -> 7
a : -5.2505, 2 -> 0
b : -7.9030, 2 -> 3
c : 5.0186, 2 -> 6
d : -7.7245, 2 -> 5
a : -9.8611, 3 -> 3
b : -0.9429, 3 -> 3
c : -4.7334, 3 -> 4
d : -9.6543, 3 -> 5
a : 3.7159, 4 -> 4
b : 0.5970, 4 -> 4
c : -6.4324, 4 -> 3
d : 5.7180, 4 -> 0
a : 2.2623, 5 -> 7
b : 8.9890, 5 -> 5
c : -1.6006, 5 -> 0
d : -3.8473, 5 -> 0
a : 4.7225, 6 -> 6
b : 5.0175, 6 -> 3
c : 7.7153, 6 -> 0
d : 9.9521, 6 -> 4
a : 6.4839, 7 -> 1
b : 2.2448, 7 -> 7
c : -9.3220, 7 -> 1
d : -2.3801, 7 -> 3
c : -7.9332, 0 -> 4
a : -9.9491, 0 -> 2
a : -5.2437, 1 -> 7
c : -0.9270, 1 -> 1
d : 1.5945, 2 -> 0
a : -5.7764, 2 -> 3
d : 0.5362, 3 -> 1
b : -7.7173, 3 -> 3
c : 6.1179, 4 -> 2
a : -6.3392, 4 -> 4
a : -5.9698, 5 -> 0
a : 0.8389, 5 -> 1
a : 9.7446, 6 -> 0
a : -9.1232, 6 -> 4
a : 5.2527, 7 -> 3
b : -8.6345, 7 -> 1
