a : -0.4444, 0 -> 5
b : -7.7349, 0 -> 3
a : 0.7040, 1 -> 3
b : 5.4202, 1 -> 3
a : -5.7950, 2 -> 2
b : 3.6236, 2 -> 7
a : 8.6537, 3 -> 1
b : 6.3917, 3 -> 5
a : -4.6299, 4 -> 5
b : 3.5386, 4 -> 3
a : 2.0667, 5 -> 0
b : -0.7814, 5 -> 4
a : -0.2814, 6 -> 7
b : 1.6115, 6 -> 7
a : 6.2392, 7 -> 0
b : 3.0977, 7 -> 3
a : 0.1114, 0 -> 3
b : 4.1228, 1 -> 5
a : 6.7822, 2 -> 1
a : 4.7412, 3 -> 5
b : 2.6498, 4 -> 7
b : -5.4653, 5 -> 7
a : -8.9082, 6 -> 7
a : -8.3024, 7 -> 1
b : 3.3591, 5 -> 6
b : -0.0261, 5 -> 2
