a : 8.4744, 0 -> 3
b : 6.8474, 0 -> 4
c : 1.3151, 0 -> 0
d : -6.6138, 0 -> 1
a : 7.0323, 1 -> 1
b : -2.2695, 1 -> 7
c : 5.5611, 1 -> 4
d : -1.7642, 1 -> 3
a : 0.5020, 2 -> 4
b : -7.9831, 2 -> 2
c : -8.1167, 2 -> 6
d : 2.8192, 2 -> 3
a : -1.1930, 3 -> 2
b : -6.6301, 3 -> 4
c : 3.6838, 3 -> 0
d : 4.1287, 3 -> 5
a : 8.1681, 4 -> 0
b : -2.3318, 4 -> 3
c : -6.3670, 4 -> 3
d : 5.7970, 4 -> 4
a : -1.0159, 5 -> 4
b : 5.3239, 5 -> 0
c : -0.7608, 5 -> 2
d : 7.4229, 5 -> 3
a : -8.6853, 6 -> 5
b : -2.5947, 6 -> 5
c : 2.2194, 6 -> 2
d : -4.6611, 6 -> 2
a : -0.7775, 7 -> 5
b : -4.2060, 7 -> 5
c : -4.2580, 7 -> 0
d : 7.4453, 7 -> 7
d : -4.8502, 0 -> 0
a : 9.4681, 0 -> 3
c : -3.4964, 1 -> 2
a : -4.2705, 1 -> 5
b : -9.5914, 2 -> 1
b : -7.9511, 2 -> 2
a : 9.5158, 3 -> 0
d : 7.6180, 3 -> 2
d : 7.0500, 4 -> 4
b : -8.2389, 4 -> 3
a : -5.7631, 5 -> 1
a : 7.3359, 5 -> 1
a : -3.1099, 6 -> 4
c : -1.1328, 6 -> 4
a : 6.7031, 7 -> 7
b : -6.4420, 7 -> 1
