a : 8.5668, 0 -> 2
b : 0.7538, 0 -> 0
c : -8.1344, 0 -> 0
d : -9.2512, 0 -> 6
a : 8.4031, 1 -> 6
b : -4.4221, 1 -> 3
c : 4.4344, 1 -> 7
d : 1.5971, 1 -> 0
a : -4.6056, 2 -> 5
b : 2.4236, 2 -> 1
c : 5.6555, 2 -> 7
d : -0.0819, 2 -> 4
a : -7.7725, 3 -> 5
b : 4.3306, 3 -> 3
c : -6.0337, 3 -> 3
d : -0.6655, 3 -> 4
a : 6.6804, 4 -> 3
b : -6.0128, 4 -> 5
c : -8.1321, 4 -> 2
d : -3.8207, 4 -> 4
a : 7.8050, 5 -> 6
b : 3.8413, 5 -> 6
c : -0.1620, 5 -> 6
d : -7.2840, 5 -> 7
a : 9.0912, 6 -> 2
b : 1.7605, 6 -> 3
c : 5.4017, 6 -> 4
d : 8.2146, 6 -> 3
a : 3.8656, 7 -> 2
b : -8.0960, 7 -> 3
c : -7.5536, 7 -> 3
d : 0.0435, 7 -> 7
a : 3.7626, 0 -> 3
a : 9.7352, 0 -> 7
d : 8.5635, 1 -> 5
d : -5.5077, 1 -> 4
d : -8.3935, 2 -> 4
d : 3.0596, 2 -> 2
d : 0.9748, 3 -> 0
c : 6.4110, 3 -> 2
c : -6.1024, 4 -> 5
b : 8.9117, 4 -> 2
d : 0.7678, 5 -> 2
c : 2.3852, 5 -> 0
c : -0.6112, 6 -> 0
c : -3.9586, 6 -> 1
c : -4.2852, 7 -> 7
c : 3.3359, 7 -> 4
