a : -4.6653, 0 -> 6
b : 4.3602, 0 -> 4
c : -4.1838, 0 -> 0
d : -2.6070, 0 -> 0
a : 3.4684, 1 -> 5
b : 6.9643, 1 -> 3
c : -9.8243, 1 -> 3
d : 0.2868, 1 -> 1
a : 2.1470, 2 -> 4
b : 7.5722, 2 -> 0
c : 5.4066, 2 -> 2
d : 7.4352, 2 -> 4
a : 5.7071, 3 -> 7
b : 5.5872, 3 -> 7
c : -8.0519, 3 -> 3
d : 8.7452, 3 -> 1
a : 6.9182, 4 -> 7
b : -2.9548, 4 -> 4
c : 6.8383, 4 -> 3
d : -4.6244, 4 -> 7
a : -5.6337, 5 -> 5
b : 5.1975, 5 -> 5
c : -4.8621, 5 -> 0
d : -3.1344, 5 -> 1
a : 5.8870, 6 -> 2
b : 0.1754, 6 -> 3
c : -7.9021, 6 -> 4
d : -2.7224, 6 -> 5
a : 3.9488, 7 -> 5
b : -6.2442, 7 -> 7
c : 7.8602, 7 -> 3
d : -3.0727, 7 -> 1
d : 8.7417, 0 -> 2
b : 8.2709, 0 -> 7
c : 3.9030, 1 -> 1
c : -7.8498, 1 -> 1
d : -5.8336, 2 -> 1
c : -5.2567, 2 -> 3
a : 3.6814, 3 -> 2
d : 3.4873, 3 -> 7
c : 0.5456, 4 -> 2
d : 9.9545, 4 -> 6
c : 5.3277, 5 -> 4
d : -7.7933, 5 -> 2
a : 2.7417, 6 -> 7
d : -1.2740, 6 -> 0
a : 6.7695, 7 -> 1
d : 6.6378, 7 -> 3
