a : 9.9622, 0 -> 3
b : 2.3054, 0 -> 1
c : -6.5085, 0 -> 3
d : -2.4134, 0 -> 2
a : 3.8471, 1 -> 4
b : 8.4637, 1 -> 1
c : -0.5543, 1 -> 1
d : 0.4959, 1 -> 7
a : -1.1694, 2 -> 2
b : 6.9160, 2 -> 2
c : 7.7882, 2 -> 0
d : -0.9617, 2 -> 2
a : -0.4228, 3 -> 4
b : 7.3069, 3 -> 6
c : -5.6585, 3 -> 1
d : -3.0522, 3 -> 6
a : 8.0369, 4 -> 3
b : 6.1366, 4 -> 6
c : -3.9969, 4 -> 2
d : -4.3972, 4 -> 3
a : 9.9483, 5 -> 4
b : -0.6923, 5 -> 7
c : -4.2964, 5 -> 5
d : -7.7334, 5 -> 6
a : -5.3475, 6 -> 2
b : -4.9141, 6 -> 2
c : -4.0455, 6 -> 5
d : -0.8235, 6 -> 3
a : 7.5074, 7 -> 5
b : -2.7304, 7 -> 6
c : -1.6599, 7 -> 0
d : 3.4714, 7 -> 3
b : -2.1978, 0 -> 7
a : 1.2076, 0 -> 2
d : 9.8676, 1 -> 0
a : -2.3221, 1 -> 3
b : 6.1158, 2 -> 2
d : -0.0246, 2 -> 5
b : 2.0861, 3 -> 4
b : -6.3057, 3 -> 2
d : 7.1545, 4 -> 3
c : 9.2508, 4 -> 2
d : 3.4599, 5 -> 6
c : -2.9354, 5 -> 3
a : -2.3191, 6 -> 7
d : 1.9450, 6 -> 0
d : 2.2839, 7 -> 3
a : 3.2554, 7 -> 6
