a : 0.7873, 0 -> 5
b : -5.2853, 0 -> 1
c : -3.1238, 0 -> 4
d : 6.1849, 0 -> 4
a : -1.9568, 1 -> 6
b : 1.4414, 1 -> 7
c : 7.4684, 1 -> 0
d : -6.6327, 1 -> 4
a : 6.8390, 2 -> 3
b : 3.3147, 2 -> 4
c : 4.8363, 2 -> 1
d : -4.8800, 2 -> 3
a : -6.0455, 3 -> 4
b : 5.5347, 3 -> 6
c : 6.0502, 3 -> 4
d : -0.5489, 3 -> 6
a : -7.0655, 4 -> 1
b : -9.7638, 4 -> 4
c : -5.5845, 4 -> 2
d : -2.4712, 4 -> 6
a : 9.1389, 5 -> 6
b : -1.5114, 5 -> 1
c : -5.7688, 5 -> 7
d : -0.1047, 5 -> 0
a : 1.6645, 6 -> 5
b : -4.5034, 6 -> 0
c : -1.2910, 6 -> 7
d : 4.8287, 6 -> 1
a : -4.5619, 7 -> 0
b : 9.3737, 7 -> 0
c : 5.8927, 7 -> 7
d : -6.7285, 7 -> 1
c : 9.0740, 0 -> 0
a : -3.6593, 0 -> 3
c : -0.2293, 1 -> 7
c : 3.6478, 1 -> 3
d : -0.2830, 2 -> 1
b : 8.1864, 2 -> 2
b : 1.4680, 3 -> 2
d : -8.0107, 3 -> 3
b : -9.4833, 4 -> 6
d : -7.7517, 4 -> 2
a : 9.8661, 5 -> 4
c : 6.9609, 5 -> 7
a : -3.7550, 6 -> 3
d : 6.5684, 6 -> 3
d : 4.5496, 7 -> 6
a : 1.3492, 7 -> 6
