a : 8.7914, 0 -> 1
b : 7.0924, 0 -> 1
c : -2.8953, 0 -> 2
d : 1.7155, 0 -> 6
a : -8.0171, 1 -> 7
b : -4.8037, 1 -> 3
c : -8.7602, 1 -> 5
d : -8.3366, 1 -> 2
a : -7.4697, 2 -> 0
b : -7.1956, 2 -> 3
c : -6.7241, 2 -> 7
d : 8.4173, 2 -> 2
a : -4.4274, 3 -> 7
b : 4.8735, 3 -> 2
c : -3.7766, 3 -> 7
d : 0.1344, 3 -> 6
a : 9.9474, 4 -> 1
b : -5.2835, 4 -> 2
c : -9.9457, 4 -> 4
d : -8.3915, 4 -> 3
a : -0.6395, 5 -> 4
b : 2.3600, 5 -> 6
c : 3.1138, 5 -> 3
d : 4.5951, 5 -> 5
a : -0.2020, 6 -> 2
b : -4.4702, 6 -> 7
c : -2.6183, 6 -> 2
d : 9.0911, 6 -> 0
a : 9.3726, 7 -> 2
b : -6.5623, 7 -> 5
c : 5.7747, 7 -> 1
d : -1.2390, 7 -> 5
d : -8.6901, 0 -> 4
c : -6.4412, 0 -> 1
b : -1.4269, 1 -> 1
d : -7.0127, 1 -> 2
d : -1.2668, 2 -> 4
c : -2.9115, 2 -> 3
a : 4.1059, 3 -> 7
c : -2.7586, 3 -> 6
a : -3.5885, 4 -> 4
a : -2.0844, 4 -> 6
a : 0.8085, 5 -> 6
c : -0.3582, 5 -> 7
c : 2.1056, 6 -> 6
a : 2.8346, 6 -> 6
b : -8.7667, 7 -> 7
c : -7.6538, 7 -> 5
