a : 5.3181, 0 -> 2
b : -4.0656, 0 -> 4
c : -6.7970, 0 -> 0
d : -6.8793, 0 -> 2
a : -6.1652, 1 -> 0
b : -7.3975, 1 -> 7
c : 6.1388, 1 -> 7
d : -5.9121, 1 -> 4
a : 2.3615, 2 -> 6
b : -4.0706, 2 -> 2
c : -2.0596, 2 -> 2
d : 9.8243, 2 -> 1
a : 4.5912, 3 -> 2
b : -8.2030, 3 -> 0
c : 1.0889, 3 -> 6
d : 9.0866, 3 -> 6
a : 9.8646, 4 -> 5
b : 0.1772, 4 -> 2
c : -6.3779, 4 -> 7
d : -7.9146, 4 -> 2
a : -1.2701, 5 -> 7
b : -7.1308, 5 -> 0
c : -3.0007, 5 -> 4
d : 8.2962, 5 -> 2
a : -5.9687, 6 -> 5
b : -5.9485, 6 -> 5
c : 8.1232, 6 -> 1
d : 6.8054, 6 -> 7
a : 6.4384, 7 -> 2
b : 7.2245, 7 -> 3
c : 8.1318, 7 -> 6
d : 6.5973, 7 -> 3
b : 1.9646, 0 -> 4
a : -5.6891, 0 -> 2
c : 9.9451, 1 -> 5
b : 5.8906, 1 -> 4
c : -1.1668, 2 -> 3
a : -0.8899, 2 -> 2
b : 2.8613, 3 -> 3
a : 0.8426, 3 -> 1
a : -2.1925, 4 -> 3
d : 7.9116, 4 -> 3
c : 3.7354, 5 -> 5
d : -2.4804, 5 -> 2
c : 1.1503, 6 -> 5
b : 8.6094, 6 -> 3
b : -7.6836, 7 -> 0
a : -7.5728, 7 -> 6
