a : 4.2964, 0 -> 0
b : -2.5922, 0 -> 0
c : 8.8067, 0 -> 7
d : -2.8016, 0 -> 2
a : -6.8565, 1 -> 1
b : 5.8644, 1 -> 6
c : -9.5763, 1 -> 1
d : -6.6622, 1 -> 5
a : -4.2540, 2 -> 5
b : 5.6684, 2 -> 6
c : 2.3134, 2 -> 1
d : -6.6271, 2 -> 7
a : -1.5741, 3 -> 3
b : -2.8597, 3 -> 2
c : 1.9750, 3 -> 6
d : -0.2322, 3 -> 7
a : 0.7115, 4 -> 7
b : 1.7234, 4 -> 7
c : -3.6140, 4 -> 1
d : 1.7465, 4 -> 3
a : 4.3870, 5 -> 6
b : 9.0438, 5 -> 7
c : 1.1375, 5 -> 5
d : 6.2895, 5 -> 3
a : -2.6979, 6 -> 2
b : -2.0668, 6 -> 2
c : 3.3535, 6 -> 4
d : 8.7474, 6 -> 1
a : -4.1023, 7 -> 0
b : -6.8154, 7 -> 1
c : -4.8462, 7 -> 6
d : -9.8580, 7 -> 2
a : 9.2105, 0 -> 5
c : 5.6557, 0 -> 6
a : 4.1411, 1 -> 3
c : 9.0210, 1 -> 5
a : 8.5067, 2 -> 0
b : -8.1773, 2 -> 4
d : -6.9462, 3 -> 0
c : -9.7584, 3 -> 3
c : -0.7944, 4 -> 7
a : -6.4947, 4 -> 4
d : 7.7313, 5 -> 6
b : 1.3458, 5 -> 1
b : -0.2394, 6 -> 4
a : -1.2893, 6 -> 5
c : 4.6331, 7 -> 7
b : 7.6249, 7 -> 5
