a : -1.6506, 0 -> 0
b : 3.4969, 0 -> 7
c : -3.0074, 0 -> 2
d : 8.3486, 0 -> 6
a : -1.8645, 1 -> 7
b : -7.6408, 1 -> 7
c : 1.9924, 1 -> 3
d : 6.9791, 1 -> 1
a : -8.9271, 2 -> 5
b : -6.4948, 2 -> 4
c : 0.2072, 2 -> 3
d : 5.6560, 2 -> 5
a : 2.4031, 3 -> 3
b : -6.3101, 3 -> 4
c : -1.2887, 3 -> 1
d : -2.3098, 3 -> 6
a : -1.5861, 4 -> 1
b : -2.9052, 4 -> 5
c : 3.9682, 4 -> 4
d : -4.7695, 4 -> 7
a : -2.7738, 5 -> 1
b : 2.9308, 5 -> 0
c : 9.1665, 5 -> 0
d : 9.2436, 5 -> 6
a : 1.9862, 6 -> 5
b : 3.3384, 6 -> 6
c : -2.6737, 6 -> 5
d : -2.6882, 6 -> 5
a : 7.0954, 7 -> 1
b : 6.9915, 7 -> 1
c : 5.4877, 7 -> 6
d : 5.3236, 7 -> 0
b : -6.5718, 0 -> 7
d : 7.6434, 0 -> 7
b : 4.1396, 1 -> 0
c : 1.5291, 1 -> 0
d : -4.6675, 2 -> 7
d : -8.6522, 2 -> 0
c : 5.6132, 3 -> 1
c : 2.9298, 3 -> 5
c : -2.6177, 4 -> 7
d : -3.6656, 4 -> 3
b : -8.8735, 5 -> 6
c : 1.1768, 5 -> 7
c : -5.5157, 6 -> 6
c : 2.9588, 6 -> 3
d : 0.1463, 7 -> 2
c : -3.9742, 7 -> 5
