a : 4.9867, 0 -> 7
b : 7.3923, 0 -> 0
c : -2.1715, 0 -> 4
d : 2.9382, 0 -> 0
a : -1.3136, 1 -> 4
b : 2.0037, 1 -> 5
c : 8.7434, 1 -> 4
d : 7.0410, 1 -> 2
a : -9.2516, 2 -> 1
b : -2.2918, 2 -> 2
c : -5.6279, 2 -> 5
d : 1.0476, 2 -> 7
a : -9.8706, 3 -> 3
b : -5.4228, 3 -> 7
c : -2.7198, 3 -> 7
d : 2.0262, 3 -> 2
a : -4.3119, 4 -> 2
b : 8.8122, 4 -> 2
c : 6.2518, 4 -> 2
d : 7.4231, 4 -> 1
a : 2.0664, 5 -> 5
b : 6.9639, 5 -> 5
c : 9.8576, 5 -> 2
d : -8.5177, 5 -> 1
a : 2.4542, 6 -> 6
b : -7.6208, 6 -> 5
c : 4.9923, 6 -> 6
d : -4.8033, 6 -> 1
a : 2.4865, 7 -> 2
b : 7.6483, 7 -> 0
c : 4.8229, 7 -> 0
d : 2.1606, 7 -> 7
a : 0.1162, 0 -> 6
d : -1.7974, 0 -> 6
c : -0.2196, 1 -> 6
c : -3.9123, 1 -> 4
b : -6.3415, 2 -> 4
d : 7.8900, 2 -> 5
a : -2.8747, 3 -> 5
d : -5.0734, 3 -> 1
a : 1.4402, 4 -> 1
a : 7.8625, 4 -> 3
d : 8.6974, 5 -> 7
d : 1.0690, 5 -> 7
c : -2.8516, 6 -> 5
a : 6.4373, 6 -> 1
b : -9.1206, 7 -> 2
a : -8.2514, 7 -> 7
