a : -6.3191, 0 -> 2
b : 1.9821, 0 -> 0
c : 1.0525, 0 -> 3
d : -4.8085, 0 -> 4
a : 3.0761, 1 -> 3
b : -7.2463, 1 -> 3
c : 4.2146, 1 -> 0
d : 3.1190, 1 -> 5
a : 7.2816, 2 -> 6
b : -5.2832, 2 -> 2
c : 5.4344, 2 -> 1
d : 3.0460, 2 -> 7
a : 6.3006, 3 -> 4
b : -7.0999, 3 -> 7
c : -3.0456, 3 -> 0
d : -9.9952, 3 -> 6
a : 0.3008, 4 -> 3
b : -1.3187, 4 -> 6
c : 4.9835, 4 -> 5
d : -5.5200, 4 -> 1
a : 8.4891, 5 -> 4
b : -7.2980, 5 -> 2
c : 6.3438, 5 -> 4
d : -0.4520, 5 -> 4
a : -7.8797, 6 -> 2
b : 7.8525, 6 -> 5
c : 5.4100, 6 -> 6
d : 0.2498, 6 -> 1
a : -9.7951, 7 -> 3
b : 9.7599, 7 -> 1
c : 1.0272, 7 -> 7
d : -2.9196, 7 -> 2
d : 0.5914, 0 -> 4
d : 7.0683, 0 -> 5
d : 2.8527, 1 -> 0
d : -3.9956, 1 -> 3
a : -4.7901, 2 -> 7
d : -5.1677, 2 -> 0
a : -3.7166, 3 -> 1
c : 8.5216, 3 -> 5
d : 9.8624, 4 -> 3
d : 3.5327, 4 -> 6
b : -9.8179, 5 -> 6
b : -4.4724, 5 -> 2
d : -6.4934, 6 -> 5
a : 0.4295, 6 -> 0
a : -3.8633, 7 -> 4
d : 9.9383, 7 -> 1
