a : 3.5618, 0 -> 7
b : 3.2814, 0 -> 7
c : 0.0395, 0 -> 1
d : 4.5350, 0 -> 7
a : -3.3785, 1 -> 3
b : 3.2432, 1 -> 0
c : -6.3337, 1 -> 5
d : 8.3354, 1 -> 5
a : 2.6132, 2 -> 6
b : -3.3155, 2 -> 5
c : -3.5869, 2 -> 2
d : -6.2225, 2 -> 5
a : -3.4444, 3 -> 4
b : 1.5639, 3 -> 3
c : -5.4340, 3 -> 5
d : 7.9824, 3 -> 3
a : 5.8642, 4 -> 6
b : -0.1058, 4 -> 4
c : 8.1861, 4 -> 7
d : -1.0770, 4 -> 3
a : -4.8858, 5 -> 4
b : -1.7266, 5 -> 6
c : -7.6416, 5 -> 0
d : -2.6351, 5 -> 4
a : -0.3315, 6 -> 1
b : 0.7145, 6 -> 6
c : -4.9051, 6 -> 1
d : 3.6415, 6 -> 0
a : 1.8684, 7 -> 2
b : -7.6020, 7 -> 3
c : -2.6818, 7 -> 5
d : -9.1611, 7 -> 0
a : -5.8427, 0 -> 6
a : 9.8844, 0 -> 7
c : -9.0441, 1 -> 1
a : 7.8157, 1 -> 5
d : -0.9492, 2 -> 5
c : -3.0628, 2 -> 0
c : 2.2852, 3 -> 3
c : -4.4431, 3 -> 2
d : -6.3030, 4 -> 4
a : -7.9838, 4 -> 5
d : 1.4826, 5 -> 0
a : 3.9394, 5 -> 0
c : -9.2393, 6 -> 3
b : 6.2970, 6 -> 7
a : 5.8778, 7 -> 6
b : -3.5556, 7 -> 7
