a : 8.5301, 0 -> 3
b : -7.6034, 0 -> 7
c : 5.5005, 0 -> 6
d : -6.2403, 0 -> 0
a : 6.7730, 1 -> 0
b : 9.9047, 1 -> 0
c : -5.1849, 1 -> 5
d : -3.8143, 1 -> 6
a : 1.6581, 2 -> 5
b : 4.4629, 2 -> 6
c : -3.8862, 2 -> 7
d : -0.3843, 2 -> 5
a : -4.3241, 3 -> 5
b : 0.9482, 3 -> 5
c : 1.5472, 3 -> 4
d : -3.6760, 3 -> 4
a : -6.5727, 4 -> 1
b : 5.7443, 4 -> 5
c : -5.2442, 4 -> 2
d : 9.7800, 4 -> 0
a : -2.0456, 5 -> 6
b : 0.9301, 5 -> 4
c : 9.5260, 5 -> 7
d : 7.1331, 5 -> 6
a : -8.5956, 6 -> 4
b : -2.4520, 6 -> 6
c : 2.0258, 6 -> 6
d : 7.7685, 6 -> 7
a : -8.2832, 7 -> 1
b : -3.1134, 7 -> 7
c : -1.1345, 7 -> 7
d : 9.0415, 7 -> 5
d : 5.7774, 0 -> 2
c : -3.6468, 0 -> 3
a : -4.4560, 1 -> 4
d : 0.3478, 1 -> 4
c : -2.3726, 2 -> 5
d : -0.9609, 2 -> 4
a : 1.4211, 3 -> 2
d : -1.1233, 3 -> 0
a : 1.8455, 4 -> 6
a : 7.8302, 4 -> 3
d : 2.2120, 5 -> 0
b : -3.2327, 5 -> 0
c : 0.8062, 6 -> 2
c : -4.6195, 6 -> 1
c : 1.1567, 7 -> 6
b : -4.1321, 7 -> 0
