a : 7.5440, 0 -> 4
b : -5.9665, 0 -> 4
c : 2.8863, 0 -> 0
d : -5.2148, 0 -> 5
a : 8.7675, 1 -> 0
b : -3.1610, 1 -> 5
c : 2.7807, 1 -> 6
d : -4.2106, 1 -> 0
a : -0.2421, 2 -> 4
b : 0.3898, 2 -> 1
c : 0.1030, 2 -> 7
d : -6.6005, 2 -> 2
a : 8.8213, 3 -> 1
b : -5.8206, 3 -> 5
c : -6.8615, 3 -> 7
d : -0.5975, 3 -> 1
a : -4.5538, 4 -> 1
b : 4.4715, 4 -> 7
c : 1.9173, 4 -> 0
d : 7.2082, 4 -> 6
a : -5.6451, 5 -> 7
b : 5.5111, 5 -> 7
c : 7.3938, 5 -> 5
d : 5.9531, 5 -> 0
a : 4.5259, 6 -> 2
b : 4.6499, 6 -> 1
c : 8.7931, 6 -> 6
d : 9.4207, 6 -> 5
a : 2.7303, 7 -> 3
b : 6.2575, 7 -> 0
c : 5.9057, 7 -> 2
d : 4.1489, 7 -> 1
b : 5.3637, 0 -> 3
d : -9.1022, 0 -> 3
b : 2.9287, 1 -> 1
a : -2.8996, 1 -> 5
d : 3.8576, 2 -> 6
a : 6.6730, 2 -> 3
a : -7.7279, 3 -> 0
a : -6.7343, 3 -> 1
c : 4.1000, 4 -> 6
d : 5.1022, 4 -> 0
a : 7.5561, 5 -> 2
a : 3.7203, 5 -> 1
d : 4.7881, 6 -> 5
a : -9.9895, 6 -> 5
c : -6.5345, 7 -> 5
a : -1.2287, 7 -> 3
