a : -6.5960, 0 -> 7
b : 4.5239, 0 -> 5
c : 6.2125, 0 -> 2
d : -5.2343, 0 -> 6
a : -4.9242, 1 -> 2
b : 1.6879, 1 -> 1
c : -9.8834, 1 -> 1
d : 6.7027, 1 -> 6
a : -8.1658, 2 -> 3
b : 9.8387, 2 -> 1
c : 5.1666, 2 -> 5
d : 3.2508, 2 -> 7
a : -2.9361, 3 -> 3
b : 9.0576, 3 -> 2
c : -8.9897, 3 -> 5
d : 4.8199, 3 -> 2
a : -9.6873, 4 -> 5
b : 6.4841, 4 -> 5
c : 3.3905, 4 -> 5
d : -3.8073, 4 -> 4
a : -7.5414, 5 -> 0
b : -2.5074, 5 -> 1
c : -7.0329, 5 -> 5
d : -2.7938, 5 -> 7
a : 1.9579, 6 -> 7
b : 8.6321, 6 -> 4
c : -4.1986, 6 -> 2
d : -7.3714, 6 -> 4
a : -6.3694, 7 -> 7
b : -4.4278, 7 -> 7
c : -5.5813, 7 -> 0
d : -2.8341, 7 -> 6
d : -2.2777, 0 -> 6
c : -1.5522, 0 -> 3
c : 6.3406, 1 -> 7
d : 8.7727, 1 -> 7
b : 6.4576, 2 -> 0
c : 6.2175, 2 -> 6
c : 0.4986, 3 -> 1
b : 4.6414, 3 -> 6
a : 1.0539, 4 -> 0
b : 0.2729, 4 -> 5
b : 3.9686, 5 -> 6
d : -6.3629, 5 -> 1
c : -4.7161, 6 -> 3
d : 4.8490, 6 -> 7
b : -6.2379, 7 -> 7
c : -8.5170, 7 -> 3
