a : -8.5447, 0 -> 4
b : -0.3403, 0 -> 2
c : 2.3751, 0 -> 3
d : -0.4797, 0 -> 4
a : 2.6154, 1 -> 0
b : -4.3458, 1 -> 6
c : 9.5629, 1 -> 7
d : 5.4439, 1 -> 1
a : -6.2468, 2 -> 6
b : 3.3950, 2 -> 1
c : -5.1327, 2 -> 2
d : -1.6462, 2 -> 2
a : 5.9914, 3 -> 5
b : -4.2904, 3 -> 3
c : -9.1820, 3 -> 3
d : -6.1667, 3 -> 5
a : 6.0164, 4 -> 4
b : 8.5429, 4 -> 5
c : 3.5141, 4 -> 5
d : -8.5239, 4 -> 2
a : -1.0148, 5 -> 2
b : -8.7891, 5 -> 5
c : -9.0593, 5 -> 2
d : -2.9300, 5 -> 1
a : 2.5154, 6 -> 6
b : -3.7401, 6 -> 0
c : 1.5526, 6 -> 2
d : -1.5639, 6 -> 6
a : -5.3204, 7 -> 5
b : 3.7284, 7 -> 0
c : 9.5550, 7 -> 4
d : -3.2349, 7 -> 5
a : 4.4684, 0 -> 7
b : 7.4252, 0 -> 4
c : 5.1143, 1 -> 5
b : -9.7120, 1 -> 0
b : 1.2478, 2 -> 1
c : -7.0084, 2 -> 1
d : 2.6422, 3 -> 3
d : 5.4939, 3 -> 0
a : -2.1771, 4 -> 0
b : -7.3919, 4 -> 4
d : -4.5522, 5 -> 6
b : 7.1747, 5 -> 1
a : -6.3257, 6 -> 4
d : 9.5299, 6 -> 5
c : -3.4157, 7 -> 7
d : 8.3283, 7 -> 5
